"","xnorm","ynorm","xunif","yunif","xexp","yexp","xgamma","ygamma","xbeta","ybeta"
"1",-1.69804270898859,-0.278953351704006,0.72761656017974,0.67926136427559,0.72801135848732,0.0946586602367461,4.11593376947662,5.34743583471487,0.457436440682763,0.761053320418738
"2",0.0654383453838743,0.190475893369812,0.174711973872036,0.959686817135662,0.253266815561801,0.794646532232773,5.61664771225538,0.899462349004534,0.85824582441656,0.480268235226834
"3",1.1968175698031,-0.912363046586373,0.442852067062631,0.520806760294363,1.78952620170059,0.709370775033366,1.16048022294423,1.25672206285015,0.598747444293716,0.536625051648479
"4",0.0148777508118726,-1.41223406989571,0.155090859392658,0.967870545573533,0.517177619602885,0.188204513397068,0.942994323788605,2.96956028980875,0.525286331150602,0.250136652654403
"5",-0.636602073312362,1.73347080589389,0.0132353438530117,0.522373920306563,0.711834765928698,3.09137419594412,1.29145762838899,2.02762201327703,0.286250812501213,0.648416748105309
"6",0.528706726873317,0.723407976226267,0.315444780047983,0.445715402020141,0.282086467133355,0.0205503227189183,4.34047516919489,1.18033064460317,0.844603380435271,0.854182577879787
"7",-0.480367104112904,0.296446125273428,0.643825839040801,0.578370366245508,0.883462637946545,0.0103483279235661,0.463986720576035,1.98144630752068,0.432457541391744,0.601197329907554
"8",0.0580966321366659,0.736204376507534,0.750542000168934,0.383864330127835,0.761650644662822,0.025753203779459,2.49262072355667,3.07872812608625,0.334772768966811,0.205565603930263
"9",-0.761372098584819,-1.35618578738352,0.704877871088684,0.922260027145967,3.43632412685041,1.42755063428524,1.69878780707793,1.23754033856266,0.229987361321731,0.341357426844631
"10",0.141165653764916,-0.221187220254923,0.931988283991814,0.735042937565595,1.99020560077372,0.0830543115931349,2.00586306330836,1.39236653975182,0.23027508572401,0.850574014065107
"11",-0.0733302164937067,-0.344307195742089,0.89071489777416,0.89054400078021,2.0087529233748,0.683822100050747,0.899830232191686,3.61213732616909,0.387097423544827,0.157687042239697
"12",1.20557381965866,0.210887190877787,0.95699337660335,0.667758596129715,0.0349075240083039,0.61919191130764,0.806553217625701,1.10299663204584,0.503065232330189,0.357991395847597
"13",-1.09484610776172,-1.01813159071946,0.0937700364738703,0.691434909589589,0.60963071603328,0.970702282111061,3.14081797868457,2.1362326371563,0.298037033316841,0.467179572067442
"14",-1.4767723672172,-0.313927706448021,0.433221521321684,0.22855586418882,2.20128561557637,0.0411849937945568,1.5817396852784,0.978577856866998,0.685507810028511,0.252855683198261
"15",0.372411973353668,0.104606713076113,0.449384772451594,0.539351145969704,2.23462134400818,1.1946300305006,0.112816953192287,0.0723958261879232,0.543033869051319,0.3515772848939
"16",0.52507566907979,1.09094340749464,0.923908866476268,0.930066730128601,0.129156165164637,0.392908946983592,1.55697765173137,2.82788772580973,0.107385062302569,0.684496627613505
"17",0.499098213499629,0.0129140404308027,0.0809104887302965,0.51519705564715,0.213090647011995,1.85093508093598,2.6617551902927,0.263914897066852,0.35480882330775,0.763490228876712
"18",1.4356568598068,0.841510279746573,0.82433237764053,0.0679102239664644,0.0564671021196691,0.821202010805619,0.465168252386515,1.61919412970381,0.663366607045168,0.482639260741063
"19",-0.335424182362589,1.03410068080431,0.978708266979083,0.141392390942201,0.890699032770147,0.0967860799473841,3.41426626756192,4.06604472723491,0.446841599577432,0.361613922360003
"20",0.854911262470353,0.311571023164572,0.697067628381774,0.00165458023548126,2.43207800934527,0.847154305605144,2.23742486034546,2.94419407100325,0.76601101768975,0.867261251329334
"21",0.234038033886487,0.381500784871388,0.719940540613607,0.1447298664134,2.09194418659566,0.787473437858504,2.69183766033215,3.27900654197239,0.404997488159181,0.611853772976683
"22",-0.599274927414653,-0.641865738707786,0.10563597176224,0.259923314210027,0.300909840967506,0.190413796273463,0.34880266325192,3.91053084613193,0.15399943624586,0.182494206682128
"23",-1.05853653746172,0.368419215563543,0.593519138172269,0.668701228685677,0.195263828150928,0.185306444967271,1.13392062739493,2.91817875924678,0.299125083771925,0.684552715082065
